SetId,MemberId,SetDesc,MemberDesc
1502,76,Upgrade Log Messages,"was updated, but has one or more exceptions:"
1502,105,Upgrade Log Messages,We detected schedule configuration problems for
1502,281,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo10 received null inputs"
1502,154,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo60 received null inputs."
1502,189,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo61 received null inputs."
1502,196,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo65 received null inputs"
1502,197,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo69 received null inputs"
1502,208,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo70 received null inputs"
1502,209,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo80 received null inputs"
1502,261,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo81 received null inputs"
1502,267,Upgrade Log Messages,"When updating all devices, UpgradeSupervisoryDeviceTo90 received null inputs"
1502,155,Upgrade Log Messages,When updating the device (
1502,91,Upgrade Log Messages,Zero active demand limit was changed to 10 million.
1234,3,User Command,Alarming Commands
1234,0,User Command,All Commands
1234,1,User Command,Primary Commands
1234,2,User Command,Secondary Commands
1318,1015,Utility,#1 Fuel Oil
1318,1016,Utility,#2 Fuel Oil
1318,1017,Utility,#3 Fuel Oil
1318,1018,Utility,#4 Fuel Oil
1318,1019,Utility,#5 Fuel Oil
1318,1020,Utility,#6 Fuel Oil
1318,1009,Utility,Anthracite Coal
1318,1007,Utility,Bituminous Coal
1318,1005,Utility,Chilled Water
1318,1010,Utility,Coke
1318,1012,Utility,Diesel
1318,1001,Utility,Electricity
1318,1013,Utility,Gasoline
1318,1004,Utility,Hot Water
1318,1014,Utility,Kerosene
1318,1011,Utility,LPG/Propane
1318,1002,Utility,Natural Gas
1318,1000,Utility,Other
1318,1003,Utility,Steam
1318,1008,Utility,Subituminous Coal
1318,1006,Utility,Water
1317,6,Utility Type,Coal/Coke
1317,2,Utility Type,Electricity
1317,7,Utility Type,LP Gas
1317,3,Utility Type,Natural Gas
1317,5,Utility Type,Oil
1317,0,Utility Type,Other
1317,4,Utility Type,Steam
1317,8,Utility Type,Water Consumption
1317,1,Utility Type,Water Dist.
394,8,UV 2-Pipe Out States,Control Cooling
394,9,UV 2-Pipe Out States,Control Heating
394,10,UV 2-Pipe Out States,Control Limit
394,11,UV 2-Pipe Out States,Failsoft Cooling
394,12,UV 2-Pipe Out States,Failsoft Heating
394,5,UV 2-Pipe Out States,Hold
394,3,UV 2-Pipe Out States,Limited Max Cooling
394,4,UV 2-Pipe Out States,Limited Max Heating
394,1,UV 2-Pipe Out States,Max Cooling
394,2,UV 2-Pipe Out States,Max Heating
394,0,UV 2-Pipe Out States,Off
394,6,UV 2-Pipe Out States,Water Flush Cooling
394,7,UV 2-Pipe Out States,Water Flush Heating
972,0,UV Damper Control,Close
972,4,UV Damper Control,Control Econ
972,5,UV Damper Control,Control Min
972,3,UV Damper Control,Hold
972,2,UV Damper Control,Min
972,1,UV Damper Control,Open
395,0,UV Damper Control Mode,Close
395,4,UV Damper Control Mode,Control Econ
395,6,UV Damper Control Mode,Control Econ Limit
395,5,UV Damper Control Mode,Control Min
395,7,UV Damper Control Mode,Control Min Limit
395,3,UV Damper Control Mode,Hold
395,2,UV Damper Control Mode,Min
395,1,UV Damper Control Mode,Open
973,2,UV Damper Limit Control,Control Econ Limit
973,3,UV Damper Limit Control,Control Min Limit
973,1,UV Damper Limit Control,Hold
973,0,UV Damper Limit Control,No Limit Control
396,5,UV Discrete Out,Control
396,6,UV Discrete Out,Control Limit
396,7,UV Discrete Out,Failsoft
396,3,UV Discrete Out,Hold
396,4,UV Discrete Out,Instant Shutdown
396,2,UV Discrete Out,Limited Max
396,1,UV Discrete Out,Max
396,0,UV Discrete Out,Off
1045,5,UV Face Bypass Out,Control
1045,6,UV Face Bypass Out,Control Limit
1045,8,UV Face Bypass Out,Cooling
1045,7,UV Face Bypass Out,Failsoft
1045,3,UV Face Bypass Out,Hold
1045,2,UV Face Bypass Out,Limited Max
1045,1,UV Face Bypass Out,Max
1045,0,UV Face Bypass Out,Off
1045,4,UV Face Bypass Out,Water Flush
1186,5,UV Unocc Status,Low OA-T
1186,3,UV Unocc Status,Satisfied
1186,4,UV Unocc Status,Temperature Unreliable
1186,2,UV Unocc Status,Unocc Cntrl Not Req'd
1186,0,UV Unocc Status,Unocc Cooling
1186,1,UV Unocc Status,Unocc Heating
398,5,UV Valve Out,Control
398,6,UV Valve Out,Control Limit
398,7,UV Valve Out,Failsoft
398,3,UV Valve Out,Hold
398,2,UV Valve Out,Limited Max
398,1,UV Valve Out,Max
398,0,UV Valve Out,Off
398,4,UV Valve Out,Water Flush
397,5,UV Zone FBP Out,Control
397,7,UV Zone FBP Out,Cooling
397,6,UV Zone FBP Out,Failsoft
397,3,UV Zone FBP Out,Hold
397,2,UV Zone FBP Out,Limited Max
397,1,UV Zone FBP Out,Max
397,0,UV Zone FBP Out,Off
397,4,UV Zone FBP Out,Water Flush
528,1,Valid Days,All Days
528,2,Valid Days,Monday-Friday
528,3,Valid Days,Saturday-Sunday
3083,1,Valve Control Mode,Flow
3083,0,Valve Control Mode,Position
3083,2,Valve Control Mode,Power
589,1,Valve Damper,Damper
589,2,Valve Damper,Hold
589,0,Valve Damper,Valve
3082,0,Valve Location,Return
3082,1,Valve Location,Supply
897,3,VAV Cascaded Flow Controller,Control
897,6,VAV Cascaded Flow Controller,Failsoft
897,4,VAV Cascaded Flow Controller,Heating
897,2,VAV Cascaded Flow Controller,Hold
897,1,VAV Cascaded Flow Controller,Max
897,0,VAV Cascaded Flow Controller,Min
897,5,VAV Cascaded Flow Controller,Warmup
1616,3,VAV Cascaded Flow Controller HFR,Control
1616,6,VAV Cascaded Flow Controller HFR,Failsoft
1616,4,VAV Cascaded Flow Controller HFR,Heating
1616,7,VAV Cascaded Flow Controller HFR,Heating Flow Reset
1616,2,VAV Cascaded Flow Controller HFR,Hold
1616,1,VAV Cascaded Flow Controller HFR,Max
1616,0,VAV Cascaded Flow Controller HFR,Min
1616,5,VAV Cascaded Flow Controller HFR,Warmup
1277,2,VAV Cascaded Flow Dual Duct,CD Open
1277,1,VAV Cascaded Flow Dual Duct,Close
1277,18,VAV Cascaded Flow Dual Duct,Control Cooling
1277,19,VAV Cascaded Flow Dual Duct,Control Dual Cooling
1277,21,VAV Cascaded Flow Dual Duct,Control Dual Heating
1277,20,VAV Cascaded Flow Dual Duct,Control Heating
1277,26,VAV Cascaded Flow Dual Duct,Error
1277,25,VAV Cascaded Flow Dual Duct,Failsoft
1277,23,VAV Cascaded Flow Dual Duct,Failsoft Cooling
1277,24,VAV Cascaded Flow Dual Duct,Failsoft Heating
1277,3,VAV Cascaded Flow Dual Duct,HD Open
1277,7,VAV Cascaded Flow Dual Duct,Hold
1277,5,VAV Cascaded Flow Dual Duct,Hold Cooling
1277,6,VAV Cascaded Flow Dual Duct,Hold Heating
1277,17,VAV Cascaded Flow Dual Duct,Max
1277,13,VAV Cascaded Flow Dual Duct,Max Cooling
1277,14,VAV Cascaded Flow Dual Duct,Max Dual Cooling
1277,16,VAV Cascaded Flow Dual Duct,Max Dual Heating
1277,15,VAV Cascaded Flow Dual Duct,Max Heating
1277,12,VAV Cascaded Flow Dual Duct,Min
1277,8,VAV Cascaded Flow Dual Duct,Min Cooling
1277,9,VAV Cascaded Flow Dual Duct,Min Dual Cooling
1277,11,VAV Cascaded Flow Dual Duct,Min Dual Heating
1277,10,VAV Cascaded Flow Dual Duct,Min Heating
1277,22,VAV Cascaded Flow Dual Duct,Mix
1277,4,VAV Cascaded Flow Dual Duct,Open
1277,0,VAV Cascaded Flow Dual Duct,Shutdown
412,2,VAV Configuration,Dual Duct
412,3,VAV Configuration,Dual Duct with Exhaust
412,0,VAV Configuration,Single Duct
412,1,VAV Configuration,Single Duct with Exhaust
1273,0,VAV Cooldown Seq State,Cooldown Satisfied
1273,1,VAV Cooldown Seq State,Prmy Clg
1273,2,VAV Cooldown Seq State,Prmy Clg + Box Clg
1764,2,VAV DAT RST,Heating DA-T Reset
1764,1,VAV DAT RST,Hold
1764,0,VAV DAT RST,Off
414,3,VAV Data Configure,Area
414,1,VAV Data Configure,Max Flow
414,0,VAV Data Configure,Occ Min Flow
414,4,VAV Data Configure,Pickup Gain
404,3,VAV DD Flow Controller,Control
404,4,VAV DD Flow Controller,Failsoft
404,2,VAV DD Flow Controller,Hold
404,1,VAV DD Flow Controller,Max
404,0,VAV DD Flow Controller,Min
1278,1,VAV Dual Duct Cascaded Flow Ctrl Mode,Close
1278,7,VAV Dual Duct Cascaded Flow Ctrl Mode,Control
1278,9,VAV Dual Duct Cascaded Flow Ctrl Mode,Failsoft
1278,3,VAV Dual Duct Cascaded Flow Ctrl Mode,Hold
1278,5,VAV Dual Duct Cascaded Flow Ctrl Mode,Low
1278,8,VAV Dual Duct Cascaded Flow Ctrl Mode,Match
1278,6,VAV Dual Duct Cascaded Flow Ctrl Mode,Max
1278,4,VAV Dual Duct Cascaded Flow Ctrl Mode,Min
1278,2,VAV Dual Duct Cascaded Flow Ctrl Mode,Open
1278,0,VAV Dual Duct Cascaded Flow Ctrl Mode,Shutdown
413,0,VAV Duct Selection,Exhaust
413,1,VAV Duct Selection,Flow 1
413,2,VAV Duct Selection,Flow 2
898,1,VAV Exhaust Flow Ctrl Mode,Close
898,4,VAV Exhaust Flow Ctrl Mode,Control
898,3,VAV Exhaust Flow Ctrl Mode,Hold
898,2,VAV Exhaust Flow Ctrl Mode,Open
898,0,VAV Exhaust Flow Ctrl Mode,Shutdown
899,1,VAV Exhaust Flow Ctrl State,Close
899,5,VAV Exhaust Flow Ctrl State,Control Flow Reliable
899,4,VAV Exhaust Flow Ctrl State,Control Flow Unreliable
899,3,VAV Exhaust Flow Ctrl State,Hold Position
899,2,VAV Exhaust Flow Ctrl State,Open
899,0,VAV Exhaust Flow Ctrl State,Shutdown
900,4,VAV Flow Control Mode,Box Flow Test
900,0,VAV Flow Control Mode,Close
900,3,VAV Flow Control Mode,Control
900,5,VAV Flow Control Mode,Failsoft
900,2,VAV Flow Control Mode,Hold
900,1,VAV Flow Control Mode,Open
896,0,VAV Flow Control State,Bypass
896,3,VAV Flow Control State,Control Flow Reliable
896,2,VAV Flow Control State,Control Flow Unreliable
896,1,VAV Flow Control State,Hold
883,1,VAV Heating Priority,Box
883,0,VAV Heating Priority,Supplemental
1274,0,VAV Hybrid PVDC Mode,Bypass
1274,3,VAV Hybrid PVDC Mode,Control
1274,2,VAV Hybrid PVDC Mode,Hold Flow
1274,1,VAV Hybrid PVDC Mode,Hold Position
1275,0,VAV Hybrid PVDC State,Bypass
1275,2,VAV Hybrid PVDC State,Close
1275,4,VAV Hybrid PVDC State,Control Flow Reliable
1275,3,VAV Hybrid PVDC State,Control Flow Unreliable
1275,5,VAV Hybrid PVDC State,Estimate Reset
1275,1,VAV Hybrid PVDC State,Hold Position
1276,0,VAV PVDC State,Bypass
1276,2,VAV PVDC State,Control
1276,1,VAV PVDC State,Hold
884,5,VAV Unocc Detailed,Box Htg
884,7,VAV Unocc Detailed,Box Htg + Supp Htg
884,8,VAV Unocc Detailed,Box Htg +Supp Htg Timing
884,6,VAV Unocc Detailed,Box Htg Timing
884,1,VAV Unocc Detailed,Prmy Clg
884,2,VAV Unocc Detailed,Prmy Clg Timing
884,0,VAV Unocc Detailed,Satisfied
884,3,VAV Unocc Detailed,Supp Htg
884,4,VAV Unocc Detailed,Supp Htg Timing
405,3,VAV Unocc Status,Box Htg
405,4,VAV Unocc Status,Box Htg + Supp Htg
405,1,VAV Unocc Status,Prmy Clg
405,0,VAV Unocc Status,Satisfied
405,2,VAV Unocc Status,Supp Htg
405,5,VAV Unocc Status,Temperature Unreliable
405,6,VAV Unocc Status,Unocc Ctrl Not Req'd
885,5,VAV Warmup Cooldown State,Coast
885,3,VAV Warmup Cooldown State,Cooldown
885,4,VAV Warmup Cooldown State,Cooldown Unreliable
885,0,VAV Warmup Cooldown State,Normal
885,1,VAV Warmup Cooldown State,Warmup
885,2,VAV Warmup Cooldown State,Warmup Unreliable
886,10,VAV Warmup Cooldown Status,Coast
886,3,VAV Warmup Cooldown Status,Cooldown
886,4,VAV Warmup Cooldown Status,Cooldown Unreliable
886,0,VAV Warmup Cooldown Status,Normal
886,5,VAV Warmup Cooldown Status,Prmy Htg
886,8,VAV Warmup Cooldown Status,Prmy Htg + Box Htg
886,9,VAV Warmup Cooldown Status,Prmy Htg + Box Htg + Supp Htg
886,6,VAV Warmup Cooldown Status,Prmy Htg + Supp Htg
886,7,VAV Warmup Cooldown Status,Prmy Htg + Supp Htg + Box Htg
886,1,VAV Warmup Cooldown Status,Warmup Satisfied
886,2,VAV Warmup Cooldown Status,Warmup Unreliable
887,1,VAV Warmup Seq State,Prmy Htg
887,4,VAV Warmup Seq State,Prmy Htg + Box Htg
887,5,VAV Warmup Seq State,Prmy Htg + Box Htg + Supp Htg
887,2,VAV Warmup Seq State,Prmy Htg + Supp Htg
887,3,VAV Warmup Seq State,Prmy Htg + Supp Htg + Box Htg
887,0,VAV Warmup Seq State,Warmup Satisfied
408,3,VAV ZNC States,Box Htg
408,4,VAV ZNC States,Box Htg + Supp Htg
408,5,VAV ZNC States,Prmy Clg
408,0,VAV ZNC States,Satisfied
408,1,VAV ZNC States,Supp Htg
408,2,VAV ZNC States,Supp Htg + Box Htg
408,6,VAV ZNC States,Temperature Unreliable
1615,3,VAV ZNC States HFR,Box Htg
1615,7,VAV ZNC States HFR,Box Htg + HFR
1615,4,VAV ZNC States HFR,Box Htg + Supp Htg
1615,9,VAV ZNC States HFR,Box Htg + Supp Htg + HFR
1615,5,VAV ZNC States HFR,Prmy Clg
1615,0,VAV ZNC States HFR,Satisfied
1615,1,VAV ZNC States HFR,Supp Htg
1615,2,VAV ZNC States HFR,Supp Htg + Box Htg
1615,8,VAV ZNC States HFR,Supp Htg + Box Htg + HFR
1615,6,VAV ZNC States HFR,Temperature Unreliable
816,1,Vendor DB Status,Delete In Progress
816,2,Vendor DB Status,Memory Full
816,0,Vendor DB Status,Normal
534,3,Vent,25/75 Airflow
534,4,Vent,Full Airflow
534,2,Vent,Min Airflow
534,1,Vent,Min Damper Pos
534,0,Vent,None
40057,1,Ventilation Air Conditioning,Air Conditioning
40057,2,Ventilation Air Conditioning,Hold
40057,0,Ventilation Air Conditioning,Ventilation
40157,1,Ventilation/AirConditioning,Air Conditioning
40157,0,Ventilation/AirConditioning,Ventilation
2587,6,Verasys Generic IOM AI Point Type,Building Pressure
2587,3,Verasys Generic IOM AI Point Type,CO2
2587,9,Verasys Generic IOM AI Point Type,Current
2587,2,Verasys Generic IOM AI Point Type,Humidity
2587,4,Verasys Generic IOM AI Point Type,Light Sensor
2587,5,Verasys Generic IOM AI Point Type,Refrigerant
2587,7,Verasys Generic IOM AI Point Type,Steam Pressure
2587,1,Verasys Generic IOM AI Point Type,Temperature
2587,0,Verasys Generic IOM AI Point Type,Undefined
2587,8,Verasys Generic IOM AI Point Type,Voltage
2528,0,Verasys Heat Type,Incremental
2528,2,Verasys Heat Type,Proportional SCR
2528,1,Verasys Heat Type,Staged
2545,1,Verasys Interlock,Off Command
2545,0,Verasys Interlock,On Command
2545,2,Verasys Interlock,Release
2532,6,Verasys IOM AI Point Type,Building Pressure 1
2532,7,Verasys IOM AI Point Type,Building Pressure 2
2532,8,Verasys IOM AI Point Type,Building Pressure 3
2532,3,Verasys IOM AI Point Type,CO2
2532,2,Verasys IOM AI Point Type,Humidity
2532,4,Verasys IOM AI Point Type,Light Sensor
2532,5,Verasys IOM AI Point Type,Refrigerant
2532,1,Verasys IOM AI Point Type,Temperature
2532,0,Verasys IOM AI Point Type,Undefined
2531,2,Verasys IOM Point Names,AI-3
2531,10,Verasys IOM Point Names,AI-3 Description
2531,3,Verasys IOM Point Names,AI-4
2531,11,Verasys IOM Point Names,AI-4 Description
2531,0,Verasys IOM Point Names,BI-1
2531,8,Verasys IOM Point Names,BI-1 Description
2531,1,Verasys IOM Point Names,BI-2
2531,9,Verasys IOM Point Names,BI-2 Description
2531,4,Verasys IOM Point Names,BO-1
2531,12,Verasys IOM Point Names,BO-1 Description
2531,5,Verasys IOM Point Names,BO-2
2531,13,Verasys IOM Point Names,BO-2 Description
2531,6,Verasys IOM Point Names,BO-3
2531,14,Verasys IOM Point Names,BO-3 Description
2531,7,Verasys IOM Point Names,BO-4
2531,15,Verasys IOM Point Names,BO-4 Description
2517,135,Verasys Mapper Names,ACC-RT
2517,88,Verasys Mapper Names,ADAPTTUNE-EN
2517,136,Verasys Mapper Names,AIR-PS
2517,49,Verasys Mapper Names,AREA
2517,69,Verasys Mapper Names,AUTOTUNE-EN
2517,98,Verasys Mapper Names,BAL-MODE
2517,159,Verasys Mapper Names,BLDG-P
2517,158,Verasys Mapper Names,BLDG-P-SP
2517,92,Verasys Mapper Names,CHNGVR-MINTIME
2517,99,Verasys Mapper Names,CHNGVR-STATE
2517,120,Verasys Mapper Names,CLG-C
2517,195,Verasys Mapper Names,CLG-CMD-1
2517,187,Verasys Mapper Names,CLG-CMD-2
2517,205,Verasys Mapper Names,CLG-CMD-3
2517,208,Verasys Mapper Names,CLG-CMD-4
2517,233,Verasys Mapper Names,CLG-CMD-5
2517,236,Verasys Mapper Names,CLG-CMD-6
2517,117,Verasys Mapper Names,CLGDAT-SP
2517,197,Verasys Mapper Names,CLG-EN-1
2517,189,Verasys Mapper Names,CLG-EN-2
2517,207,Verasys Mapper Names,CLG-EN-3
2517,210,Verasys Mapper Names,CLG-EN-4
2517,235,Verasys Mapper Names,CLG-EN-5
2517,238,Verasys Mapper Names,CLG-EN-6
2517,44,Verasys Mapper Names,CLGMAX-FLOW
2517,45,Verasys Mapper Names,CLGOCCMIN-FLOW
2517,73,Verasys Mapper Names,CLGOCC-SP
2517,60,Verasys Mapper Names,CLGPID-S
2517,196,Verasys Mapper Names,CLG-STS-1
2517,188,Verasys Mapper Names,CLG-STS-2
2517,206,Verasys Mapper Names,CLG-STS-3
2517,209,Verasys Mapper Names,CLG-STS-4
2517,234,Verasys Mapper Names,CLG-STS-5
2517,237,Verasys Mapper Names,CLG-STS-6
2517,5,Verasys Mapper Names,CLGUNOCC-FLOW
2517,64,Verasys Mapper Names,CLGUNOCC-S
2517,213,Verasys Mapper Names,CMP-1-LO
2517,214,Verasys Mapper Names,CMP-2-LO
2517,103,Verasys Mapper Names,CONST-MODE
2517,97,Verasys Mapper Names,CONTROL-MODE
2517,141,Verasys Mapper Names,CV-EFF-CLG-SP
2517,176,Verasys Mapper Names,CV-EFF-HTG-SP
2517,139,Verasys Mapper Names,CV-OCC-CLG-SP
2517,140,Verasys Mapper Names,CV-UNOCC-CLG-SP
2517,2,Verasys Mapper Names,DA-T
2517,142,Verasys Mapper Names,DAT-CLG-MIN-SP
2517,13,Verasys Mapper Names,DATMAXHTG-SP
2517,145,Verasys Mapper Names,DAT-MAX-HTG-SP
2517,100,Verasys Mapper Names,DAT-RESET
2517,146,Verasys Mapper Names,DAT-SATISFIED-SP
2517,9,Verasys Mapper Names,DAT-SP
2517,22,Verasys Mapper Names,DCVCLGMIN-POS
2517,11,Verasys Mapper Names,DCVCLGOCC-FLOW
2517,32,Verasys Mapper Names,DCV-EN
2517,23,Verasys Mapper Names,DCVHTGMIN-POS
2517,12,Verasys Mapper Names,DCVHTGOCC-FLOW
2517,180,Verasys Mapper Names,DCV-IAQ
2517,10,Verasys Mapper Names,DCVMAX-FLOW
2517,24,Verasys Mapper Names,DCVMAX-POS
2517,118,Verasys Mapper Names,DMP-PER-CMD
2517,19,Verasys Mapper Names,DMPRCLGMIN-POS
2517,20,Verasys Mapper Names,DMPRHTGMIN-POS
2517,21,Verasys Mapper Names,DMPRMAX-POS
2517,37,Verasys Mapper Names,DPR-O
2517,68,Verasys Mapper Names,DPR-POLARITY
2517,42,Verasys Mapper Names,DPR-ST
2517,137,Verasys Mapper Names,DP-SD-SP
2517,31,Verasys Mapper Names,DUALMAX-EN
2517,87,Verasys Mapper Names,DUCT-P-SP
2517,193,Verasys Mapper Names,DUCT-SP
2517,101,Verasys Mapper Names,DUCT-SP-RESET
2517,86,Verasys Mapper Names,DUCT-STATICPRES
2517,89,Verasys Mapper Names,DVENTIAQ-SP
2517,200,Verasys Mapper Names,ECO-FREE
2517,152,Verasys Mapper Names,ECO-MIN-POS-SP
2517,179,Verasys Mapper Names,ECON-EN
2517,96,Verasys Mapper Names,ECON-MIN-POS
2517,203,Verasys Mapper Names,ECON-MIN-POS-LS
2517,202,Verasys Mapper Names,ECON-OAT-SP
2517,201,Verasys Mapper Names,ECON-STS
2517,81,Verasys Mapper Names,EFF-CLG-SP
2517,82,Verasys Mapper Names,EFF-HTG-SP
2517,122,Verasys Mapper Names,EFF-HUM
2517,128,Verasys Mapper Names,EFF-OAH
2517,131,Verasys Mapper Names,EFF-OAQ
2517,79,Verasys Mapper Names,EFF-OCC
2517,165,Verasys Mapper Names,EFF-PURGE
2517,52,Verasys Mapper Names,EFF-SP
2517,182,Verasys Mapper Names,EFF-SPACE-TEMP
2517,80,Verasys Mapper Names,EFF-ZNT
2517,160,Verasys Mapper Names,EX-DMP-CMD
2517,154,Verasys Mapper Names,EX-FAN-CMD
2517,204,Verasys Mapper Names,EX-FAN-PER-CMD
2517,156,Verasys Mapper Names,EX-FAN-STS
2517,157,Verasys Mapper Names,EX-FAN-VFD
2517,116,Verasys Mapper Names,FAN-CMD
2517,134,Verasys Mapper Names,FAN-OVLD
2517,191,Verasys Mapper Names,FAN-PER-CMD
2517,190,Verasys Mapper Names,FAN-STS
2517,192,Verasys Mapper Names,FILTER
2517,47,Verasys Mapper Names,FLOW
2517,29,Verasys Mapper Names,FLOW-OVERRIDE
2517,48,Verasys Mapper Names,FLOW-SP
2517,50,Verasys Mapper Names,GAIN
2517,161,Verasys Mapper Names,HGR-CMD
2517,217,Verasys Mapper Names,HGR-CMD-AV
2517,163,Verasys Mapper Names,HGR-HUM-SP
2517,162,Verasys Mapper Names,HGR-STS
2517,164,Verasys Mapper Names,HGR-UNOCC-HUM-SP
2517,83,Verasys Mapper Names,HTG-C
2517,57,Verasys Mapper Names,HTGCLG-MODE
2517,198,Verasys Mapper Names,HTG-CMD-1
2517,231,Verasys Mapper Names,HTG-CMD-10
2517,177,Verasys Mapper Names,HTG-CMD-2
2517,211,Verasys Mapper Names,HTG-CMD-3
2517,219,Verasys Mapper Names,HTG-CMD-4
2517,221,Verasys Mapper Names,HTG-CMD-5
2517,223,Verasys Mapper Names,HTG-CMD-6
2517,225,Verasys Mapper Names,HTG-CMD-7
2517,227,Verasys Mapper Names,HTG-CMD-8
2517,229,Verasys Mapper Names,HTG-CMD-9
2517,51,Verasys Mapper Names,HTGDAT-SP
2517,172,Verasys Mapper Names,HTG-EN
2517,46,Verasys Mapper Names,HTGOCCMIN-FLOW
2517,74,Verasys Mapper Names,HTGOCC-SP
2517,61,Verasys Mapper Names,HTGPID-S
2517,40,Verasys Mapper Names,HTG-ST
2517,77,Verasys Mapper Names,HTG-STG1-C
2517,173,Verasys Mapper Names,HTG-STS
2517,199,Verasys Mapper Names,HTG-STS-1
2517,232,Verasys Mapper Names,HTG-STS-10
2517,178,Verasys Mapper Names,HTG-STS-2
2517,212,Verasys Mapper Names,HTG-STS-3
2517,220,Verasys Mapper Names,HTG-STS-4
2517,222,Verasys Mapper Names,HTG-STS-5
2517,224,Verasys Mapper Names,HTG-STS-6
2517,226,Verasys Mapper Names,HTG-STS-7
2517,228,Verasys Mapper Names,HTG-STS-8
2517,230,Verasys Mapper Names,HTG-STS-9
2517,59,Verasys Mapper Names,HTG-TYPE
2517,6,Verasys Mapper Names,HTGUNOCC-FLOW
2517,65,Verasys Mapper Names,HTGUNOCC-S
2517,148,Verasys Mapper Names,HYD-HEAT-VLV-CMD
2517,1,Verasys Mapper Names,IAQ
2517,14,Verasys Mapper Names,IAQ-PB
2517,67,Verasys Mapper Names,LCLHTG-S
2517,168,Verasys Mapper Names,LO-APS
2517,18,Verasys Mapper Names,LOCK-TIMER
2517,151,Verasys Mapper Names,LO-ECON-MIN-POS
2517,150,Verasys Mapper Names,LO-ECON-SP
2517,171,Verasys Mapper Names,LO-LOW-OAT
2517,125,Verasys Mapper Names,LS-ACTIVE
2517,15,Verasys Mapper Names,LS-ADJ
2517,126,Verasys Mapper Names,LS-ADJ
2517,71,Verasys Mapper Names,LS-ALLOWED
2517,72,Verasys Mapper Names,LS-CMD
2517,16,Verasys Mapper Names,LS-RATELIM
2517,34,Verasys Mapper Names,LS-S
2517,218,Verasys Mapper Names,LS-TIME
2517,153,Verasys Mapper Names,MAT
2517,93,Verasys Mapper Names,MAX-DAT-SP-AD
2517,95,Verasys Mapper Names,MAX-DUCT-SP-AD
2517,144,Verasys Mapper Names,MCD-RAT-SP
2517,4,Verasys Mapper Names,MINCO2-SP
2517,90,Verasys Mapper Names,MINREQ-CHANGE
2517,91,Verasys Mapper Names,MIN-URGREQ-CHANGE
2517,143,Verasys Mapper Names,MWU-RAT-SP
2517,62,Verasys Mapper Names,MWU-S
2517,121,Verasys Mapper Names,NET-IAQ
2517,130,Verasys Mapper Names,NET-OAH
2517,132,Verasys Mapper Names,NET-OAQ
2517,127,Verasys Mapper Names,NET-OAT
2517,124,Verasys Mapper Names,NET-ZONE-HUM
2517,129,Verasys Mapper Names,OA-ENTHALPY
2517,149,Verasys Mapper Names,OA-ENTH-SP
2517,183,Verasys Mapper Names,OAQ
2517,115,Verasys Mapper Names,OAT
2517,215,Verasys Mapper Names,OAT-CLG-CUTOUT
2517,216,Verasys Mapper Names,OAT-HTG-CUTOUT-SP
2517,33,Verasys Mapper Names,OCC-MODE
2517,181,Verasys Mapper Names,OP-OCC
2517,35,Verasys Mapper Names,PFR-EN
2517,147,Verasys Mapper Names,PROP-HTG-CMD
2517,186,Verasys Mapper Names,PURGE-CMD
2517,155,Verasys Mapper Names,RA-ENTH
2517,123,Verasys Mapper Names,RAH
2517,114,Verasys Mapper Names,RAT
2517,94,Verasys Mapper Names,REP-ZONE
2517,8,Verasys Mapper Names,RHT-FLOW
2517,119,Verasys Mapper Names,SAH
2517,184,Verasys Mapper Names,SAT-HI-ALM
2517,185,Verasys Mapper Names,SAT-LO-ALM
2517,166,Verasys Mapper Names,SAT-SNSR-FAULT
2517,84,Verasys Mapper Names,SBY-CLG-SP
2517,85,Verasys Mapper Names,SBY-HTG-SP
2517,169,Verasys Mapper Names,SD-APS
2517,110,Verasys Mapper Names,SD-CMD
2517,170,Verasys Mapper Names,SD-HI-SP
2517,111,Verasys Mapper Names,SD-RTU
2517,38,Verasys Mapper Names,SF-C
2517,167,Verasys Mapper Names,SP-SNSR-FAULT
2517,39,Verasys Mapper Names,SUPHTG1-C
2517,41,Verasys Mapper Names,SUPHTG-ST
2517,63,Verasys Mapper Names,SUPHTG-TYPE
2517,26,Verasys Mapper Names,SYS-MODE
2517,3,Verasys Mapper Names,TEMP-OCC
2517,75,Verasys Mapper Names,TEMP-OCC-EN
2517,113,Verasys Mapper Names,TEMP-OCC-TIMEOUT
2517,102,Verasys Mapper Names,TITLE24-TEST
2517,108,Verasys Mapper Names,TOT-CLG-REQ
2517,107,Verasys Mapper Names,TOT-HEAT-REQ
2517,27,Verasys Mapper Names,UNIT-EN
2517,104,Verasys Mapper Names,UNOCC-HC-EN
2517,109,Verasys Mapper Names,URG-CLG-REQ
2517,106,Verasys Mapper Names,URG-HEAT-REQ
2517,194,Verasys Mapper Names,VAV-CLG-SAT-SP
